reciter_id,surah_id,ayah_id,duration_s,text_simple,word_count,num_alignments,audio_filename
52,25,150,3.9010000228881836,فاتقوا الله واطيعون,3,3,tadabur_spk0052_S25_A150_ac089b7d_000139.wav
177,77,3,3.6630001068115234,الذي هم فيه مختلفون,4,4,tadabur_spk0177_S77_A3_97a909b8_000005.wav
497,18,41,27.979000091552734,واذكر في الكتاب ابراهيم انه كان صديقا نبيا,8,8,tadabur_spk0497_S18_A41_d0aa4301_000000.wav
75,100,2,2.2809998989105225,ما القارعة,2,2,tadabur_spk0075_S100_A2_5f9907ca_000420.wav
67,25,197,16.90399932861328,اولم يكن لهم اية ان يعلمه علماء بني اسرائيل,9,9,tadabur_spk0067_S25_A197_40a7ea8d_000174.wav
17,3,142,27.881999969482422,ان المنافقين يخادعون الله وهو خادعهم واذا قاموا الى الصلاة قاموا كسالى يراءون الناس ولا يذكرون الله الا قليلا,19,19,tadabur_spk0017_S3_A142_ce88ecca_000027.wav
724,11,17,20.527000427246094,قالوا يا ابانا انا ذهبنا نستبق وتركنا يوسف عند متاعنا فاكله الذئب وما انت بمؤمن لنا ولو كنا صادقين,19,19,tadabur_spk0724_S11_A17_4a8fcf1c_000000.wav
101,1,57,50.659000396728516,وظللنا عليكم الغمام وانزلنا عليكم المن والسلوى كلوا من طيبات ما رزقناكم وما ظلمونا ولكن كانوا انفسهم يظلمون,18,18,tadabur_spk0101_S1_A57_0a9e4dd6_000037.wav
9,25,172,4.441999912261963,ثم دمرنا الاخرين,3,3,tadabur_spk0009_S25_A172_cd38d411_000047.wav
126,26,69,7.369999885559082,قل سيروا في الارض فانظروا كيف كان عاقبة المجرمين,9,9,tadabur_spk0126_S26_A69_ef71bd3a_000066.wav
86,87,7,4.743000030517578,لا يسمن ولا يغني من جوع,6,6,tadabur_spk0086_S87_A7_966cc258_000244.wav
495,55,43,3.2829999923706055,وظل من يحموم,3,3,tadabur_spk0495_S55_A43_5af87162_000036.wav
39,74,38,3.5209999084472656,ثم كان علقة فخلق فسوى,5,5,tadabur_spk0039_S74_A38_2c45abee_000273.wav
586,94,6,14.779000282287598,الا الذين امنوا وعملوا الصالحات فلهم اجر غير ممنون,9,9,tadabur_spk0586_S94_A6_c1209edf_000384.wav
66,5,152,36.35599899291992,ولا تقربوا مال اليتيم الا بالتي هي احسن حتى يبلغ اشده واوفوا الكيل والميزان بالقسط لا نكلف نفسا الا وسعها واذا قلتم فاعدلوا ولو كان ذا قربى وبعهد الله اوفوا ذلكم وصاكم به لعلكم تذكرون,35,35,tadabur_spk0066_S5_A152_d7bca254_000109.wav
0,25,193,5.464000225067139,نزل به الروح الامين,4,4,tadabur_spk0000_S25_A193_ef38044b_000118.wav
282,1,140,34.3129997253418,ام تقولون ان ابراهيم واسماعيل واسحاق ويعقوب والاسباط كانوا هودا او نصارى قل اانتم اعلم ام الله ومن اظلم ممن كتم شهادة عنده من الله وما الله بغافل عما تعملون,30,30,tadabur_spk0282_S1_A140_c4cf92cd_000000.wav
8,22,6,7.8460001945495605,الا على ازواجهم او ما ملكت ايمانهم فانهم غير ملومين,10,10,tadabur_spk0008_S22_A6_4637b198_000005.wav
38,83,19,5.382999897003174,لتركبن طبقا عن طبق,4,4,tadabur_spk0038_S83_A19_9f409af9_000151.wav
74,35,32,9.01200008392334,وان كل لما جميع لدينا محضرون,6,6,tadabur_spk0074_S35_A32_75d8a6d4_000000.wav
636,68,43,5.705999851226807,تنزيل من رب العالمين,4,4,tadabur_spk0636_S68_A43_ed71daaf_000073.wav
18,93,2,4.741000175476074,ووضعنا عنك وزرك,3,3,tadabur_spk0018_S93_A2_218e4bca_000003.wav
156,36,118,5.36299991607666,وهديناهما الصراط المستقيم,3,3,tadabur_spk0156_S36_A118_d3568f14_000081.wav
17,1,216,18.57200050354004,كتب عليكم القتال وهو كره لكم وعسى ان تكرهوا شيئا وهو خير لكم وعسى ان تحبوا شيئا وهو شر لكم والله يعلم وانتم لا تعلمون,25,25,tadabur_spk0017_S1_A216_4259c589_000147.wav
180,82,24,5.581999778747559,تعرف في وجوههم نضرة النعيم,5,5,tadabur_spk0180_S82_A24_11b77d82_000160.wav
103,68,34,4.84499979019165,ولا يحض على طعام المسكين,5,5,tadabur_spk0103_S68_A34_13a99904_000101.wav
180,32,67,13.08899974822998,وقالوا ربنا انا اطعنا سادتنا وكبراءنا فاضلونا السبيلا,8,8,tadabur_spk0180_S32_A67_25b3a72c_000058.wav
73,31,18,12.104000091552734,افمن كان مؤمنا كمن كان فاسقا لا يستوون,8,8,tadabur_spk0073_S31_A18_ab776748_000124.wav
18,37,61,12.305999755859375,قالوا ربنا من قدم لنا هذا فزده عذابا ضعفا في النار,11,11,tadabur_spk0018_S37_A61_c3b4200c_000008.wav
108,5,20,20.05299949645996,الذين اتيناهم الكتاب يعرفونه كما يعرفون ابناءهم الذين خسروا انفسهم فهم لا يؤمنون,13,13,tadabur_spk0108_S5_A20_5fed117d_000042.wav
720,5,32,19.72100067138672,وما الحياة الدنيا الا لعب ولهو وللدار الاخرة خير للذين يتقون افلا تعقلون,13,13,tadabur_spk0720_S5_A32_e5b9d651_000041.wav
693,32,3,8.890000343322754,وتوكل على الله وكفى بالله وكيلا,6,6,tadabur_spk0693_S32_A3_4f457542_000028.wav
2,39,13,15.848999977111816,هو الذي يريكم اياته وينزل لكم من السماء رزقا وما يتذكر الا من ينيب,14,14,tadabur_spk0002_S39_A13_3d0d6b9b_000070.wav
66,71,13,21.29599952697754,وانا لما سمعنا الهدى امنا به فمن يؤمن بربه فلا يخاف بخسا ولا رهقا,14,14,tadabur_spk0066_S71_A13_8a381ee1_000159.wav
628,49,27,17.722000122070312,قال قرينه ربنا ما اطغيته ولكن كان في ضلال بعيد,10,10,tadabur_spk0628_S49_A27_b352bd4b_000000.wav
130,32,44,20.87299919128418,تحيتهم يوم يلقونه سلام واعد لهم اجرا كريما,8,8,tadabur_spk0130_S32_A44_3057367e_000001.wav
33,42,6,9.484999656677246,وكم ارسلنا من نبي في الاولين,6,6,tadabur_spk0033_S42_A6_ff60a9e6_000005.wav
29,76,35,5.886000156402588,هذا يوم لا ينطقون,4,4,tadabur_spk0029_S76_A35_e0acb752_000318.wav
45,24,27,7.288000106811523,ويوم يعض الظالم على يديه يقول يا ليتني اتخذت مع الرسول سبيلا,12,12,tadabur_spk0045_S24_A27_52e0bfbc_000021.wav
66,18,41,9.463000297546387,واذكر في الكتاب ابراهيم انه كان صديقا نبيا,8,8,tadabur_spk0066_S18_A41_d4a59126_000026.wav
77,43,26,4.622000217437744,وزروع ومقام كريم,3,3,tadabur_spk0077_S43_A26_7982413a_000017.wav
9,15,97,19.45800018310547,من عمل صالحا من ذكر او انثى وهو مؤمن فلنحيينه حياة طيبة ولنجزينهم اجرهم باحسن ما كانوا يعملون,18,18,tadabur_spk0009_S15_A97_3bf00a8a_000060.wav
17,15,29,8.763999938964844,فادخلوا ابواب جهنم خالدين فيها فلبئس مثوى المتكبرين,8,8,tadabur_spk0017_S15_A29_d5edbe99_000019.wav
12,18,59,11.744999885559082,فخلف من بعدهم خلف اضاعوا الصلاة واتبعوا الشهوات فسوف يلقون غيا,11,11,tadabur_spk0012_S18_A59_ff0e6aad_000052.wav
48,30,4,7.863999843597412,الذين يقيمون الصلاة ويؤتون الزكاة وهم بالاخرة هم يوقنون,9,9,tadabur_spk0048_S30_A4_f866c779_000001.wav
38,12,16,43.33700180053711,قل من رب السماوات والارض قل الله قل افاتخذتم من دونه اولياء لا يملكون لانفسهم نفعا ولا ضرا قل هل يستوي الاعمى والبصير ام هل تستوي الظلمات والنور ام جعلوا لله شركاء خلقوا كخلقه فتشابه الخلق عليهم قل الله خالق كل شيء وهو الواحد القهار,45,45,tadabur_spk0038_S12_A16_2cf9e052_000021.wav
55,28,39,17.746000289916992,وقارون وفرعون وهامان ولقد جاءهم موسى بالبينات فاستكبروا في الارض وما كانوا سابقين,13,13,tadabur_spk0055_S28_A39_ba8c0abf_000020.wav
17,5,129,10.104999542236328,وكذلك نولي بعض الظالمين بعضا بما كانوا يكسبون,8,8,tadabur_spk0017_S5_A129_d6c2e590_000014.wav
17,11,91,9.288999557495117,قالوا تالله لقد اثرك الله علينا وان كنا لخاطئين,9,9,tadabur_spk0017_S11_A91_4f120a90_000012.wav
205,36,9,6.541999816894531,دحورا ولهم عذاب واصب,4,4,tadabur_spk0205_S36_A9_c49c3c6a_000008.wav
734,42,55,9.029999732971191,فلما اسفونا انتقمنا منهم فاغرقناهم اجمعين,6,6,tadabur_spk0734_S42_A55_ba7cb1f6_000050.wav
612,53,12,17.95599937438965,وفجرنا الارض عيونا فالتقى الماء على امر قد قدر,9,9,tadabur_spk0612_S53_A12_405b075a_000000.wav
55,108,6,5.581999778747559,لكم دينكم ولي دين,4,4,tadabur_spk0055_S108_A6_80b1dfeb_000421.wav
4,19,115,9.364999771118164,ولقد عهدنا الى ادم من قبل فنسي ولم نجد له عزما,11,11,tadabur_spk0004_S19_A115_d7cdf11a_000076.wav
8,50,19,6.843999862670898,وفي اموالهم حق للسائل والمحروم,5,5,tadabur_spk0008_S50_A19_a704d31b_000002.wav
67,21,19,20.621000289916992,هذان خصمان اختصموا في ربهم فالذين كفروا قطعت لهم ثياب من نار يصب من فوق رءوسهم الحميم,17,17,tadabur_spk0067_S21_A19_5d70d5b7_000010.wav
45,74,2,5.964000225067139,ولا اقسم بالنفس اللوامة,4,4,tadabur_spk0045_S74_A2_bc3f656a_000004.wav
33,22,113,14.562999725341797,قالوا لبثنا يوما او بعض يوم فاسال العادين,8,8,tadabur_spk0033_S22_A113_aaf39545_000089.wav
66,20,74,22.929000854492188,ولوطا اتيناه حكما وعلما ونجيناه من القرية التي كانت تعمل الخبائث انهم كانوا قوم سوء فاسقين,16,16,tadabur_spk0066_S20_A74_ff7bb5ac_000058.wav
174,1,64,15.769000053405762,ثم توليتم من بعد ذلك فلولا فضل الله عليكم ورحمته لكنتم من الخاسرين,13,13,tadabur_spk0174_S1_A64_d7e3935b_000035.wav
22,53,37,13.291999816894531,ولقد راودوه عن ضيفه فطمسنا اعينهم فذوقوا عذابي ونذر,9,9,tadabur_spk0022_S53_A37_7255f41f_000142.wav
75,1,209,18.413000106811523,فان زللتم من بعد ما جاءتكم البينات فاعلموا ان الله عزيز حكيم,12,12,tadabur_spk0075_S1_A209_661b9984_000146.wav
68,1,57,20.867000579833984,وظللنا عليكم الغمام وانزلنا عليكم المن والسلوى كلوا من طيبات ما رزقناكم وما ظلمونا ولكن كانوا انفسهم يظلمون,18,18,tadabur_spk0068_S1_A57_3e62092f_000057.wav
20,18,62,12.770999908447266,لا يسمعون فيها لغوا الا سلاما ولهم رزقهم فيها بكرة وعشيا,11,11,tadabur_spk0020_S18_A62_8a2a01cc_000048.wav
205,73,3,2.9809999465942383,وربك فكبر,2,2,tadabur_spk0205_S73_A3_8cd48f5f_000232.wav
66,68,35,4.2829999923706055,فليس له اليوم هاهنا حميم,5,5,tadabur_spk0066_S68_A35_4905829e_000098.wav
66,84,1,4.822999954223633,والسماء ذات البروج,3,3,tadabur_spk0066_S84_A1_5cfad0bd_000186.wav
591,77,9,4.125,وجعلنا نومكم سباتا,3,3,tadabur_spk0591_S77_A9_a5ab35a2_000000.wav
177,25,213,8.60200023651123,فلا تدع مع الله الها اخر فتكون من المعذبين,9,9,tadabur_spk0177_S25_A213_77bd9c6b_000200.wav
27,10,78,25.476999282836914,وجاءه قومه يهرعون اليه ومن قبل كانوا يعملون السيئات قال يا قوم هؤلاء بناتي هن اطهر لكم فاتقوا الله ولا تخزون في ضيفي اليس منكم رجل رشيد,27,27,tadabur_spk0027_S10_A78_cf59ff72_000009.wav
51,78,21,2.2809998989105225,فكذب وعصى,2,2,tadabur_spk0051_S78_A21_46c5ffb9_000047.wav
218,1,70,14.47700023651123,قالوا ادع لنا ربك يبين لنا ما هي ان البقر تشابه علينا وانا ان شاء الله لمهتدون,17,17,tadabur_spk0218_S1_A70_839d23be_000074.wav
693,10,78,41.819000244140625,وجاءه قومه يهرعون اليه ومن قبل كانوا يعملون السيئات قال يا قوم هؤلاء بناتي هن اطهر لكم فاتقوا الله ولا تخزون في ضيفي اليس منكم رجل رشيد,27,27,tadabur_spk0693_S10_A78_db530034_000062.wav
583,1,149,20.111000061035156,ومن حيث خرجت فول وجهك شطر المسجد الحرام وانه للحق من ربك وما الله بغافل عما تعملون,17,17,tadabur_spk0583_S1_A149_2663e2f2_000000.wav
522,67,36,4.209000110626221,ما لكم كيف تحكمون,4,4,tadabur_spk0522_S67_A36_9bef3210_000000.wav
180,15,58,8.12399959564209,واذا بشر احدهم بالانثى ظل وجهه مسودا وهو كظيم,9,9,tadabur_spk0180_S15_A58_8ccff06f_000052.wav
146,23,27,22.979999542236328,يا ايها الذين امنوا لا تدخلوا بيوتا غير بيوتكم حتى تستانسوا وتسلموا على اهلها ذلكم خير لكم لعلكم تذكرون,19,19,tadabur_spk0146_S23_A27_699100d9_000016.wav
116,76,37,10.243000030517578,ويل يومئذ للمكذبين,3,3,tadabur_spk0116_S76_A37_6b13bb86_000134.wav
192,93,3,3.4030001163482666,الذي انقض ظهرك,3,3,tadabur_spk0192_S93_A3_71e0ffc1_000807.wav
412,2,159,27.030000686645508,فبما رحمة من الله لنت لهم ولو كنت فظا غليظ القلب لانفضوا من حولك فاعف عنهم واستغفر لهم وشاورهم في الامر فاذا عزمت فتوكل على الله ان الله يحب المتوكلين,30,30,tadabur_spk0412_S2_A159_aa38f824_000000.wav
93,8,96,12.673999786376953,يحلفون لكم لترضوا عنهم فان ترضوا عنهم فان الله لا يرضى عن القوم الفاسقين,14,14,tadabur_spk0093_S8_A96_3900209f_000074.wav
404,38,61,14.677000045776367,وينجي الله الذين اتقوا بمفازتهم لا يمسهم السوء ولا هم يحزنون,11,11,tadabur_spk0404_S38_A61_6cc75980_000003.wav
108,40,26,12.487000465393066,وقال الذين كفروا لا تسمعوا لهذا القران والغوا فيه لعلكم تغلبون,11,11,tadabur_spk0108_S40_A26_6f35b670_000115.wav
77,25,75,5.921999931335449,قال افرايتم ما كنتم تعبدون,5,5,tadabur_spk0077_S25_A75_d52dbee3_000065.wav
693,2,167,41.64500045776367,وليعلم الذين نافقوا وقيل لهم تعالوا قاتلوا في سبيل الله او ادفعوا قالوا لو نعلم قتالا لاتبعناكم هم للكفر يومئذ اقرب منهم للايمان يقولون بافواههم ما ليس في قلوبهم والله اعلم بما يكتمون,33,33,tadabur_spk0693_S2_A167_a1bdd407_000137.wav
622,1,117,10.38700008392334,بديع السماوات والارض واذا قضى امرا فانما يقول له كن فيكون,11,11,tadabur_spk0622_S1_A117_61e6a3c2_000069.wav
21,51,20,11.64799976348877,متكئين على سرر مصفوفة وزوجناهم بحور عين,7,7,tadabur_spk0021_S51_A20_11cc3735_000004.wav
77,26,9,8.881999969482422,يا موسى انه انا الله العزيز الحكيم,7,7,tadabur_spk0077_S26_A9_549609a3_000005.wav
71,6,192,10.357000350952148,ولا يستطيعون لهم نصرا ولا انفسهم ينصرون,7,7,tadabur_spk0071_S6_A192_90c2fdd7_000135.wav
78,1,225,13.932000160217285,لا يؤاخذكم الله باللغو في ايمانكم ولكن يؤاخذكم بما كسبت قلوبكم والله غفور حليم,14,14,tadabur_spk0065_S1_A225_2b74da92_000179.wav
4,4,100,17.128000259399414,قل لا يستوي الخبيث والطيب ولو اعجبك كثرة الخبيث فاتقوا الله يا اولي الالباب لعلكم تفلحون,16,16,tadabur_spk0004_S4_A100_8e022603_000059.wav
18,32,3,9.585000038146973,وتوكل على الله وكفى بالله وكيلا,6,6,tadabur_spk0018_S32_A3_3b208816_000005.wav
101,3,42,16.243000030517578,يومئذ يود الذين كفروا وعصوا الرسول لو تسوى بهم الارض ولا يكتمون الله حديثا,14,14,tadabur_spk0101_S3_A42_d9501508_000021.wav
26,24,32,16.266000747680664,وقال الذين كفروا لولا نزل عليه القران جملة واحدة كذلك لنثبت به فؤادك ورتلناه ترتيلا,15,15,tadabur_spk0026_S24_A32_a670dc63_000030.wav
36,48,13,37.439998626708984,يا ايها الناس انا خلقناكم من ذكر وانثى وجعلناكم شعوبا وقبائل لتعارفوا ان اكرمكم عند الله اتقاكم ان الله عليم خبير,21,21,tadabur_spk0036_S48_A13_feaa4c08_000094.wav
54,39,20,16.43000030517578,والله يقضي بالحق والذين يدعون من دونه لا يقضون بشيء ان الله هو السميع البصير,15,15,tadabur_spk0054_S39_A20_93df7a6b_000012.wav
495,67,27,4.044000148773193,بل نحن محرومون,3,3,tadabur_spk0495_S67_A27_5af87162_000058.wav
338,66,18,7.666999816894531,ولقد كذب الذين من قبلهم فكيف كان نكير,8,8,tadabur_spk0180_S66_A18_4862de51_000015.wav
619,40,48,13.416999816894531,وضل عنهم ما كانوا يدعون من قبل وظنوا ما لهم من محيص,12,12,tadabur_spk0619_S40_A48_1ae82b0e_000027.wav
65,57,6,17.562999725341797,يوم يبعثهم الله جميعا فينبئهم بما عملوا احصاه الله ونسوه والله على كل شيء شهيد,15,15,tadabur_spk0065_S57_A6_4a34edab_000006.wav
77,42,46,10.722999572753906,ولقد ارسلنا موسى باياتنا الى فرعون وملئه فقال اني رسول رب العالمين,12,12,tadabur_spk0077_S42_A46_6882081b_000030.wav
629,17,95,14.722000122070312,قال ما مكني فيه ربي خير فاعينوني بقوة اجعل بينكم وبينهم ردما,12,12,tadabur_spk0629_S17_A95_ed0ee556_000073.wav
592,25,223,4.485000133514404,يلقون السمع واكثرهم كاذبون,4,4,tadabur_spk0592_S25_A223_2759798f_000137.wav
17,2,25,13.699999809265137,فكيف اذا جمعناهم ليوم لا ريب فيه ووفيت كل نفس ما كسبت وهم لا يظلمون,15,15,tadabur_spk0017_S2_A25_fed27c8f_000009.wav
9,25,58,5.40500020980835,وكنوز ومقام كريم,3,3,tadabur_spk0009_S25_A58_cb0ea940_000099.wav
95,77,19,6.50600004196167,وفتحت السماء فكانت ابوابا,4,4,tadabur_spk0095_S77_A19_23a4f8d5_000021.wav
29,27,17,10.6899995803833,قال رب بما انعمت علي فلن اكون ظهيرا للمجرمين,9,9,tadabur_spk0029_S27_A17_6e9ac395_000014.wav
66,10,53,13.748000144958496,قالوا يا هود ما جئتنا ببينة وما نحن بتاركي الهتنا عن قولك وما نحن لك بمؤمنين,16,16,tadabur_spk0066_S10_A53_038cec53_000038.wav
423,25,2,5.866000175476074,تلك ايات الكتاب المبين,4,4,tadabur_spk0423_S25_A2_574a9ce2_000003.wav
486,35,81,15.515000343322754,اوليس الذي خلق السماوات والارض بقادر على ان يخلق مثلهم بلى وهو الخلاق العليم,14,14,tadabur_spk0486_S35_A81_b4955e9c_000084.wav
31,39,49,27.573999404907227,وقال الذين في النار لخزنة جهنم ادعوا ربكم يخفف عنا يوما من العذاب,13,13,tadabur_spk0031_S39_A49_8c036126_000033.wav
38,71,26,7.2829999923706055,عالم الغيب فلا يظهر على غيبه احدا,7,7,tadabur_spk0038_S71_A26_6ef390a0_000199.wav
97,30,26,9.807999610900879,لله ما في السماوات والارض ان الله هو الغني الحميد,10,10,tadabur_spk0097_S30_A26_ae04e0cb_000000.wav
76,5,48,15.069999694824219,وما نرسل المرسلين الا مبشرين ومنذرين فمن امن واصلح فلا خوف عليهم ولا هم يحزنون,15,15,tadabur_spk0076_S5_A48_7e764f31_000027.wav
57,87,5,3.441999912261963,تسقى من عين انية,4,4,tadabur_spk0057_S87_A5_c4334be0_000232.wav
100,1,19,23.673999786376953,او كصيب من السماء فيه ظلمات ورعد وبرق يجعلون اصابعهم في اذانهم من الصواعق حذر الموت والله محيط بالكافرين,19,19,tadabur_spk0100_S1_A19_74b4855e_000015.wav
73,55,7,6.045000076293945,وكنتم ازواجا ثلاثة,3,3,tadabur_spk0073_S55_A7_29cf7ac2_000206.wav
29,22,96,9.869999885559082,ادفع بالتي هي احسن السيئة نحن اعلم بما يصفون,9,9,tadabur_spk0029_S22_A96_9ff11ac7_000007.wav
20,40,18,6.622000217437744,ونجينا الذين امنوا وكانوا يتقون,5,5,tadabur_spk0020_S40_A18_cde79301_000034.wav
667,83,2,3.984999895095825,واذنت لربها وحقت,3,3,tadabur_spk0667_S83_A2_44903a9a_000004.wav
24,38,54,12.6899995803833,وانيبوا الى ربكم واسلموا له من قبل ان ياتيكم العذاب ثم لا تنصرون,13,13,tadabur_spk0024_S38_A54_0a493f6b_000001.wav
93,2,29,16.770000457763672,قل ان تخفوا ما في صدوركم او تبدوه يعلمه الله ويعلم ما في السماوات وما في الارض والله على كل شيء قدير,22,22,tadabur_spk0093_S2_A29_c8442a2e_000024.wav
0,38,27,12.470999717712402,ولقد ضربنا للناس في هذا القران من كل مثل لعلهم يتذكرون,11,11,tadabur_spk0000_S38_A27_cc830a72_000015.wav
146,20,3,20.820999145507812,لاهية قلوبهم واسروا النجوى الذين ظلموا هل هذا الا بشر مثلكم افتاتون السحر وانتم تبصرون,15,15,tadabur_spk0146_S20_A3_bcbab32c_000002.wav
205,68,51,5.38100004196167,وانه لحق اليقين,3,3,tadabur_spk0205_S68_A51_8cd48f5f_000116.wav
116,79,27,4.263999938964844,فانبتنا فيها حبا,3,3,tadabur_spk0116_S79_A27_a75b7b3a_000084.wav
64,39,85,17.63599967956543,فلم يك ينفعهم ايمانهم لما راوا باسنا سنت الله التي قد خلت في عباده وخسر هنالك الكافرون,17,17,tadabur_spk0064_S39_A85_2efa7e4c_000060.wav
17,17,98,15.163999557495117,قال هذا رحمة من ربي فاذا جاء وعد ربي جعله دكاء وكان وعد ربي حقا,15,15,tadabur_spk0017_S17_A98_c227cf07_000061.wav
1,25,22,11.149999618530273,وتلك نعمة تمنها علي ان عبدت بني اسرائيل,8,8,tadabur_spk0001_S25_A22_2f30c1fb_000019.wav
